question_family_id,domain,question_type,state_sequence,inaccuracy_transition,hallucinatory_transition,grounded_transition,state_4K,state_8K,state_16K,state_32K,state_64K,state_82K
FRED_0016,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0017,FRED,TEMPORAL_VERSION,CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|CORRECT,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,CORRECT
FRED_0018,FRED,TEMPORAL_VERSION,CORRECT|CORRECT|GROUNDED_INACCURACY|CORRECT|CORRECT|GROUNDED_INACCURACY,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,CORRECT,GROUNDED_INACCURACY,CORRECT,CORRECT,GROUNDED_INACCURACY
FRED_0019,FRED,TEMPORAL_VERSION,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY,first_inaccurate_at_82K,never_hallucinatory,first_grounded_at_82K,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY
FRED_0020,FRED,TEMPORAL_VERSION,GROUNDED_INACCURACY|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY
FRED_0021,FRED,UNANSWERABLE,CORRECT|CORRECT|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,first_inaccurate_at_16K,first_hallucinatory_at_16K,never_grounded,CORRECT,CORRECT,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0022,FRED,UNANSWERABLE,CORRECT|CORRECT|CORRECT|CORRECT|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,first_inaccurate_at_64K,first_hallucinatory_at_64K,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0023,FRED,UNANSWERABLE,CORRECT|CORRECT|CORRECT|CORRECT|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,first_inaccurate_at_64K,first_hallucinatory_at_64K,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0024,FRED,UNANSWERABLE,CORRECT|CORRECT|CORRECT|CORRECT|HALLUCINATORY_INACCURACY|CORRECT,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,HALLUCINATORY_INACCURACY,CORRECT
FRED_0025,FRED,UNANSWERABLE,CORRECT|CORRECT|CORRECT|CORRECT|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,first_inaccurate_at_64K,first_hallucinatory_at_64K,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0026,FRED,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FRED_0027,FRED,DIRECT_RETRIEVAL,GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,first_hallucinatory_at_82K,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0028,FRED,DIRECT_RETRIEVAL,GROUNDED_INACCURACY|CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0029,FRED,DIRECT_RETRIEVAL,GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|CORRECT|CORRECT|CORRECT,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,CORRECT,CORRECT,CORRECT
FRED_0030,FRED,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,first_inaccurate_at_32K,never_hallucinatory,first_grounded_at_32K,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0031,FRED,DIRECT_RETRIEVAL,GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,never_hallucinatory,grounded_all_available_contexts,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0032,FRED,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FRED_0033,FRED,DIRECT_RETRIEVAL,CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,first_inaccurate_at_16K,never_hallucinatory,first_grounded_at_16K,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0034,FRED,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FRED_0035,FRED,DIRECT_RETRIEVAL,GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,never_hallucinatory,grounded_all_available_contexts,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0036,FRED,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|CORRECT|CORRECT,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,CORRECT,CORRECT
FRED_0037,FRED,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,first_inaccurate_at_32K,never_hallucinatory,first_grounded_at_32K,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0038,FRED,DIRECT_RETRIEVAL,GROUNDED_INACCURACY|GROUNDED_INACCURACY|CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,GROUNDED_INACCURACY,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0039,FRED,DIRECT_RETRIEVAL,GROUNDED_INACCURACY|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|CORRECT|GROUNDED_INACCURACY,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,CORRECT,GROUNDED_INACCURACY
FRED_0040,FRED,DIRECT_RETRIEVAL,CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|CORRECT|GROUNDED_INACCURACY,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,CORRECT,GROUNDED_INACCURACY
FRED_0041,FRED,DIRECT_RETRIEVAL,GROUNDED_INACCURACY|CORRECT|GROUNDED_INACCURACY|CORRECT|CORRECT|GROUNDED_INACCURACY,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,CORRECT,GROUNDED_INACCURACY,CORRECT,CORRECT,GROUNDED_INACCURACY
FRED_0042,FRED,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FRED_0043,FRED,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|CORRECT,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,CORRECT
FRED_0044,FRED,DIRECT_RETRIEVAL,CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,first_inaccurate_at_16K,never_hallucinatory,first_grounded_at_16K,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0045,FRED,DIRECT_RETRIEVAL,CORRECT|CORRECT|GROUNDED_INACCURACY|CORRECT|CORRECT|CORRECT,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,CORRECT,GROUNDED_INACCURACY,CORRECT,CORRECT,CORRECT
FRED_0046,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|MISSING,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,MISSING
FRED_0047,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0048,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0049,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0050,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT|CORRECT|CORRECT|CORRECT,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT,CORRECT,CORRECT,CORRECT
FRED_0051,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0052,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,non_monotonic_or_recovered_after_hallucinatory,non_monotonic_or_recovered_after_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0053,FRED,RETRIEVAL_CALCULATION,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FRED_0054,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,non_monotonic_or_recovered_after_hallucinatory,first_grounded_at_82K,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY
FRED_0055,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0056,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0057,FRED,RETRIEVAL_CALCULATION,CORRECT|CORRECT|CORRECT|CORRECT|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,first_inaccurate_at_64K,first_hallucinatory_at_64K,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0058,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0059,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0060,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,non_monotonic_or_recovered_after_hallucinatory,first_grounded_at_64K,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0061,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0062,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0063,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,non_monotonic_or_recovered_after_hallucinatory,non_monotonic_or_recovered_after_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0064,FRED,RETRIEVAL_CALCULATION,GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,non_monotonic_or_recovered_after_hallucinatory,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0065,FRED,RETRIEVAL_CALCULATION,GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,never_hallucinatory,grounded_all_available_contexts,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0066,FRED,RETRIEVAL_CALCULATION,GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,non_monotonic_or_recovered_after_hallucinatory,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0067,FRED,RETRIEVAL_CALCULATION,GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,first_hallucinatory_at_64K,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0068,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,non_monotonic_or_recovered_after_hallucinatory,non_monotonic_or_recovered_after_grounded,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0069,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,non_monotonic_or_recovered_after_hallucinatory,non_monotonic_or_recovered_after_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0070,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,non_monotonic_or_recovered_after_hallucinatory,first_grounded_at_8K,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0071,FRED,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,non_monotonic_or_recovered_after_hallucinatory,first_grounded_at_64K,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0072,FRED,RETRIEVAL_CALCULATION,GROUNDED_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,non_monotonic_or_recovered_after_hallucinatory,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0073,FRED,RETRIEVAL_CALCULATION,GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,first_hallucinatory_at_32K,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0074,FRED,TEMPORAL_VERSION,CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,first_inaccurate_at_8K,never_hallucinatory,first_grounded_at_8K,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0075,FRED,TEMPORAL_VERSION,CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY,first_inaccurate_at_8K,first_hallucinatory_at_82K,non_monotonic_or_recovered_after_grounded,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY
FRED_0076,FRED,TEMPORAL_VERSION,GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,never_hallucinatory,grounded_all_available_contexts,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0077,FRED,TEMPORAL_VERSION,GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,inaccurate_all_available_contexts,non_monotonic_or_recovered_after_hallucinatory,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FRED_0078,FRED,TEMPORAL_VERSION,CORRECT|GROUNDED_INACCURACY|CORRECT|CORRECT|CORRECT|CORRECT,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,GROUNDED_INACCURACY,CORRECT,CORRECT,CORRECT,CORRECT
FRED_0079,FRED,TEMPORAL_VERSION,CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY|CORRECT|GROUNDED_INACCURACY,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY,CORRECT,GROUNDED_INACCURACY
